iter	RMSE
0	0.1964245812
1	0.1898115453
2	0.1834841633
3	0.1771649327
4	0.1712776176
5	0.1658734745
6	0.1604560686
7	0.1553053523
8	0.1501975835
9	0.1453381141
10	0.1407448432
11	0.1365757758
12	0.1328571922
13	0.1288710762
14	0.1251349454
15	0.1215895149
16	0.1180856705
17	0.1147243244
18	0.1115061171
19	0.1086425583
20	0.10591609
21	0.1031174417
22	0.1005255285
23	0.09821722965
24	0.09584601095
25	0.09371757717
26	0.09153902206
27	0.08970854201
28	0.08773980269
29	0.08569942751
30	0.08403882087
31	0.08245922862
32	0.08087910961
33	0.07917420244
34	0.0776502637
35	0.07626785951
36	0.07489637945
37	0.07358864996
38	0.07233930722
39	0.07115001013
40	0.06990913371
41	0.06879133624
42	0.06781904224
43	0.06686104927
44	0.06605824654
45	0.0651332507
46	0.06430161153
47	0.06350942663
48	0.06274764595
49	0.06203651834
50	0.06135420416
51	0.06064994918
52	0.0599306812
53	0.0592822806
54	0.05876212119
55	0.0581981746
56	0.05770813782
57	0.05713080497
58	0.05662768544
59	0.05614544609
60	0.05577669719
61	0.0553548624
62	0.05493605804
63	0.05466571027
64	0.05431332089
65	0.05397737254
66	0.05359038099
67	0.05327962142
68	0.05297958147
69	0.05271680841
70	0.052505316
71	0.05223661075
72	0.05194905086
73	0.05170344235
74	0.05142020622
75	0.05121170827
76	0.0509435772
77	0.05075274333
78	0.05056929072
79	0.05040523318
80	0.05026357536
81	0.05008241479
82	0.04992415843
83	0.04981318991
84	0.0496571753
85	0.04951565028
86	0.04937675206
87	0.04918473703
88	0.04905136445
89	0.04893948958
90	0.04882597836
91	0.04867056819
92	0.04852817624
93	0.04841203989
94	0.04827879217
95	0.04812405349
96	0.04799583075
97	0.04784538953
98	0.04776428214
99	0.04760406402
100	0.04744796738
101	0.04736439093
102	0.04723402055
103	0.04712821162
104	0.04697468713
105	0.04683946073
106	0.04678102876
107	0.04668420874
108	0.04664013699
109	0.04656567884
110	0.0465035033
111	0.04638141523
112	0.04624704953
113	0.04617019358
114	0.04608886468
115	0.04598873808
116	0.04594539741
117	0.04588803096
118	0.04584193676
119	0.0457645332
